DATA ZAWARCIA TRANSAKCJI,MIASTO,DZIELNICA,ULICA,RODZAJ RYNKU,CENA NABYCIA,POWIERZCHNIA MIESZKANIA,CENA ZA 1 MKW,POŁOŻENIE NA KONDYGNACJI,OBECNOŚĆ MIEJSCA PARKINGOWEGO,STANDARD,ROK BUDOWY,ROK BUDOWY
2018 01 12,Gdynia, Karwiny,Porazińskiej,RYNEK WTÓRNY,309000,51.95,7171.51106833494,1,BRAK MP,DOBRY,70-80,2
2018 01 12,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,332500,62.62,6461.13062919195,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 12,Gdynia, Obłuże,Turkusowa,RYNEK WTÓRNY,267000,52.75,6278.67298578199,2,BRAK MP,PRZECIĘTNY,80,2
2018 01 12,Gdynia, Chylonia,Zamenhofa,RYNEK WTÓRNY,130000,40.95,4511.84371184371,4,BRAK MP,NISKI,80,2
2018 01 12,Gdynia, Redłowo,Powstania Śląskiego,RYNEK WTÓRNY,291000,54.95,6496.08735213831,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 12,Gdynia, Witomino,Narcyzowa,RYNEK WTÓRNY,208000,40.65,6458.05658056581,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 12,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,297000,50.25,7148.25870646766,6,BRAK MP,DOBRY,40-50,1
2018 01 13,Gdynia, Leszczynki,Kalksztajnów,RYNEK WTÓRNY,320000,57.15,6784.25196850394,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 13,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK WTÓRNY,260000,59.07,5573.9969527679,4,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 15,Gdynia, Wielki Kack,Krośniąt,RYNEK WTÓRNY,300000,39.46,8960.16218955905,2,BRAK MP,DOBRY,2001,3
2018 01 15,Gdynia, Pustki Cisowskie,Skarbka,RYNEK WTÓRNY,294000,52.95,6767.89423984891,2,BRAK MP,PRZECIĘTNY,2010,3
2018 01 15,Sopot, Sopot,Władysława IV,RYNEK WTÓRNY,390000,48.65,9268.65364850976,3,BRAK MP,DOBRY,30,1
2018 01 15,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,290000,40.42,8518.95101434933,3,BRAK MP,DOBRY,70-80,2
2018 01 15,Sopot, Sopot,Paderewskiego,RYNEK WTÓRNY,735000,104.75,8026.73031026253,1,BRAK MP,DOBRY,60-70,1
2018 01 15,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,550000,86.55,7408.89659156557,4,BRAK MP,DOBRY,40-50,1
2018 01 15,Gdynia, Chylonia,Rozewska,RYNEK WTÓRNY,187000,50.05,4975.82417582418,9,BRAK MP,PRZECIĘTNY,80,2
2018 01 15,Gdynia, Leszczynki,Ramułta,RYNEK WTÓRNY,220000,49.98,5641.93677470988,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 15,Gdynia, Leszczynki,Ramułta,RYNEK WTÓRNY,220000,51.93,5460.11939148854,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 15,Gdynia, Oksywie,Gen. Wittekówny,RYNEK WTÓRNY,250000,44.65,6891.82530795073,2,BRAK MP,PRZECIĘTNY,2012,3
2018 01 15,Gdynia, Oksywie,Gen. Wittekówny,RYNEK WTÓRNY,299000,43.25,8221.96531791908,2,BRAK MP,DOBRY,2012,3
2018 01 16,Sopot, Sopot,Armii Krajowej,RYNEK WTÓRNY,620000,48.96,13912.7450980392,3,BRAK MP,BARDZO DOBRY,2010,3
2018 01 16,Gdynia, Mały Kack,Leśna,RYNEK WTÓRNY,333500,44.76,8742.35924932976,1,BRAK MP,DOBRY,2010-2015,3
2018 01 16,Gdynia, Oksywie,Gen. Karpińskiego,RYNEK PIERWOTNY,259236.670731707,44.94,7058.04785784841,6,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 01 16,Gdynia, Grabówek,Curie - Skłodowskiej,RYNEK WTÓRNY,330000,53.55,7373.29598506069,1,BRAK MP,DOBRY,2010,3
2018 01 16,Gdynia, Grabówek,Falista,RYNEK WTÓRNY,282000,56.35,6194.85359361136,5,BRAK MP,PRZECIĘTNY,60-70,1
2018 01 16,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,312000,56.75,6685.46255506608,1,BRAK MP,PRZECIĘTNY,80,2
2018 01 16,Gdynia, Chylonia,Młyńska,RYNEK WTÓRNY,170000,48.25,4779.27461139896,5,BRAK MP,PRZECIĘTNY,80,2
2018 01 17,Gdynia, Grabówek,Kołłątaja,RYNEK WTÓRNY,288000,46.2,7509.95670995671,4,BRAK MP,DOBRY,60-70,1
2018 06 11,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,520000,81.09,7483.9314342089,1,BRAK MP,DOBRY,60-70,1
2018 01 17,Gdynia, Dąbrowa,Paprykowa,RYNEK WTÓRNY,250000,68.35,4779.51719092904,4,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 17,Gdynia, Działki Leśne,Podjazd,RYNEK WTÓRNY,150000,47.09,4452.58016564026,4,BRAK MP,NISKI,50-60,1
2018 01 17,Sopot, Sopot,Cieszyńskiego,RYNEK WTÓRNY,248000,44.75,6833.51955307263,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 18,Gdynia, Redłowo,Boh. Starówki Warszawskiej,RYNEK WTÓRNY,355000,55.01,7653.29940010907,1,BRAK MP,DOBRY,70-80,2
2018 01 18,Sopot, Sopot,Wejherowska,RYNEK WTÓRNY,383000,56.79,7931.53724247227,5,BRAK MP,DOBRY,70-80,2
2018 01 18,Gdynia, Śródmieście z Portem,Kilińskiego,RYNEK WTÓRNY,300000,52.95,6881.20868744098,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 18,Gdynia, Grabówek,Lelewela,RYNEK WTÓRNY,261500,49.39,6540.02834581899,8,BRAK MP,PRZECIĘTNY,60-70,1
2018 01 18,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,509911.2,63.77,9141.08828602791,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,40-50,1
2018 01 18,Gdynia, Wielki Kack,Szefki,RYNEK WTÓRNY,220000,42.15,6541.39976275208,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 18,Sopot, Sopot,Sienkiewicza,RYNEK WTÓRNY,600000,99.95,7023.11155577789,2,BRAK MP,DOBRY,30,1
2018 01 19,Sopot, Sopot,Władysława Łokietka,RYNEK WTÓRNY,560000,43.45,14194.7065592635,2,BRAK MP,WYSOKI,2015,3
2018 01 19,Sopot, Sopot,Powstańców Warszawy,RYNEK WTÓRNY,690000,62.57,12179.2552341378,4,BRAK MP,BARDZO DOBRY,30,1
2018 01 19,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,345000,45.85,8804.36205016358,4,BRAK MP,DOBRY,2015,3
2017 06 16,Gdynia, Wzgórze Św. Maksymiliana,Górna,RYNEK WTÓRNY,338000,54.05,7460.49953746531,2,BRAK MP,DOBRY,60-70,1
2018 01 19,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,248000,43.35,7028.37370242215,1,BRAK MP,DOBRY,80,2
2018 01 19,Gdynia, Cisowa,Owsiana,RYNEK WTÓRNY,249000,57.55,5508.94874022589,11,BRAK MP,PRZECIĘTNY,80,2
2018 01 19,Gdynia, Dąbrowa,Słonecznikowa,RYNEK PIERWOTNY,234259.26,44.42,6569.00630346691,1,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 01 19,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,255000,50.19,6319.02769475991,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 19,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,465434.12,57.87,9222.9155002592,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,40-50,1
2018 01 22,Gdynia, Chwarzno-Wiczlino,Baranauskasa Bpa,RYNEK WTÓRNY,321000,47,8097.87234042553,3,BRAK MP,DOBRY,2015,3
2018 01 22,Gdynia, Redłowo,Powstania Śląskiego,RYNEK WTÓRNY,370000,56.85,7695.33861037819,4,BRAK MP,DOBRY,70-80,2
2018 01 22,Sopot, Sopot,Mickiewicza,RYNEK WTÓRNY,311000,40.61,8999.95075104654,1,BRAK MP,DOBRY,60-70,1
2018 01 22,Gdynia, Obłuże,Kampinoska,RYNEK WTÓRNY,181000,46.25,5189.18918918919,2,BRAK MP,PRZECIĘTNY,80,2
2018 01 22,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,240000,45.55,6551.92096597146,2,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2018 01 08,Gdynia, Orłowo,Świerkowa,RYNEK WTÓRNY,359000,47.41,8836.27926597764,3,BRAK MP,DOBRY,2010,3
2018 01 22,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,280000,50.15,6821.93419740778,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 23,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,285000,39.4,8591.87817258883,2,BRAK MP,DOBRY,70-80,2
2018 01 23,Sopot, Sopot,Wejherowska,RYNEK WTÓRNY,350000,51.4,8037.35408560311,4,BRAK MP,DOBRY,70-80,2
2018 01 24,Sopot, Sopot,Polna,RYNEK WTÓRNY,1070000,75.19,15323.2078733874,2,BRAK MP,WYSOKI,2010,3
2018 01 24,Sopot, Sopot,Kochanowskiego,RYNEK WTÓRNY,1130000,80.11,15180.227187617,2,BRAK MP,WYSOKI,40-50,1
2018 01 24,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,276000,44.91,7435.4932086395,1,BRAK MP,DOBRY,70-80,2
2018 01 24,Sopot, Sopot,3 Maja,RYNEK WTÓRNY,520000,57.05,10300.4382120947,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 01 24,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,396000,52.47,8766.4570230608,1,BRAK MP,DOBRY,60-70,1
2018 01 24,Gdynia, Dąbrowa,Gorczycowa,RYNEK WTÓRNY,407000,75.15,6508.58283433134,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 24,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,220000,40.13,6830.40119611263,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 24,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,390000,66.71,6975.98560935392,2,BRAK MP,DOBRY,70-80,2
2018 01 24,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,260000,39.05,8021.51088348272,4,BRAK MP,DOBRY,70-80,2
2018 01 24,Gdynia, Witomino,Promienna,RYNEK WTÓRNY,597000,78.94,8641.39853052952,3,BRAK MP,DOBRY,2010,3
2018 01 25,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,635000,48.62,14312.9576306047,9,BRAK MP,WYSOKI,2010,3
2018 01 25,Gdynia, Mały Kack,Miła,RYNEK WTÓRNY,445000,58.25,8817.16738197425,1,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010-2015,3
2018 01 25,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,215000,39.37,6819.81203962408,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 25,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,310000,38.91,9332.510922642,2,BRAK MP,DOBRY,70-80,2
2018 01 25,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,307000,44.85,8135.5629877369,1,BRAK MP,DOBRY,70-80,2
2018 01 25,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,350000,47.25,8673.01587301587,3,BRAK MP,DOBRY,2001,3
2018 01 25,Gdynia, Wielki Kack,Myśliwska,RYNEK WTÓRNY,372000,59.05,7472.3116003387,2,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2018 01 25,Gdynia, Pustki Cisowskie,Rumska,RYNEK WTÓRNY,253000,50.65,6229.4175715696,5,BRAK MP,PRZECIĘTNY,2010,3
2018 01 25,Gdynia, Obłuże,Stolarska,RYNEK WTÓRNY,196000,49.75,5181.90954773869,1,BRAK MP,PRZECIĘTNY,80,2
2018 01 25,Gdynia, Obłuże,Stolarska,RYNEK WTÓRNY,190000,43.25,5701.73410404624,5,BRAK MP,PRZECIĘTNY,80,2
2018 01 25,Gdynia, Pustki Cisowskie,Wiklinowa,RYNEK WTÓRNY,205000,50.1,5330.9381237525,4,BRAK MP,PRZECIĘTNY,80,2
2018 01 25,Sopot, Sopot,Malczewskiego,RYNEK WTÓRNY,247000,39.8,7558.79396984925,4,BRAK MP,DOBRY,40-50,1
2018 01 25,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,435000,50.35,9876.46474677259,2,BRAK MP,BARDZO DOBRY,40-50,1
2018 01 25,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,435000,50.35,9876.46474677259,2,BRAK MP,BARDZO DOBRY,40-50,1
2018 01 25,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,260000,49.62,6483.19226118501,4,BRAK MP,PRZECIĘTNY,70-80,2
2016 12 23,Gdynia, Wzgórze Św. Maksymiliana,Świętojańska,RYNEK WTÓRNY,525000,82.45,7434.32383262583,4,BRAK MP,DOBRY,60-70,1
2018 01 26,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,590000,46.35,14003.8834951456,5,BRAK MP,WYSOKI,30,1
2018 01 26,Gdynia, Pogórze,Żeliwna,RYNEK WTÓRNY,220000,67.12,4405.48271752086,9,BRAK MP,NISKI,80,2
2018 04 27,Gdynia, Orłowo,Świerkowa,RYNEK WTÓRNY,270000,34.52,9258.86442641947,3,BRAK MP,DOBRY,2010,3
2018 01 26,Sopot, Sopot,Bitwy Pod Płowcami,RYNEK WTÓRNY,430000,57.17,8706.24453384643,1,BRAK MP,DOBRY,40-50,1
2018 01 26,Gdynia, Śródmieście z Portem,Wójta Radtkego,RYNEK WTÓRNY,355000,51.6,8106.2015503876,8,BRAK MP,DOBRY,40-50,1
2018 01 26,Gdynia, Leszczynki,Dantyszka,RYNEK WTÓRNY,259000,56.38,5784.03689251508,8,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 26,Gdynia, Leszczynki,Osada Kolejowa,RYNEK WTÓRNY,230000,62.55,4828.77697841727,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 26,Gdynia, Pogórze,Uranowa,RYNEK WTÓRNY,157000,37.95,5516.7325428195,3,BRAK MP,PRZECIĘTNY,80,2
2018 01 26,Gdynia, Witomino,Widna,RYNEK WTÓRNY,230000,46.27,6246.29349470499,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 29,Sopot, Sopot,Parkowa,RYNEK WTÓRNY,645000,45.23,15546.8494362149,3,BRAK MP,WYSOKI,30,1
2018 01 29,Gdynia, Dąbrowa,Miętowa,RYNEK WTÓRNY,265000,50.75,6455.1724137931,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 01 29,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,205000,38.35,6719.16558018253,3,BRAK MP,PRZECIĘTNY,60-70,1
2018 01 29,Gdynia, Obłuże,Turkusowa,RYNEK WTÓRNY,336000,57.25,7053.27510917031,2,MIEJSCE NAZIEMNE,DOBRY,2010,3
2018 01 30,Sopot, Sopot,Kościuszki,RYNEK WTÓRNY,750000,50.8,15996.8503937008,1,BRAK MP,WYSOKI,40-50,1
2018 01 30,Sopot, Sopot,Kościuszki,RYNEK WTÓRNY,530000,41.99,13945.9871397952,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 01 30,Gdynia, Karwiny,Makuszyńskiego,RYNEK WTÓRNY,180000,36.85,6281.68249660787,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 31,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,380000,49.15,8979.04374364191,1,BRAK MP,DOBRY,60-70,1
2018 01 31,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,301000,44.35,8082.97632468997,1,BRAK MP,DOBRY,70-80,2
2018 01 31,Gdynia, Wielki Kack,Krośniąt,RYNEK WTÓRNY,490000,77.12,7439.00414937759,1,BRAK MP,DOBRY,40-50,1
2018 06 04,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,253000,41.75,7386.82634730539,4,BRAK MP,DOBRY,60-70,1
2018 01 31,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,263000,63.25,5305.92885375494,4,BRAK MP,PRZECIĘTNY,80,2
2018 01 31,Gdynia, Redłowo,Powstania Śląskiego,RYNEK WTÓRNY,240000,45.85,6514.28571428571,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 31,Gdynia, Redłowo,Powstania Styczniowego,RYNEK WTÓRNY,200000,47.49,5474.66835123184,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 01 31,Gdynia, Witomino,Narcyzowa,RYNEK WTÓRNY,245000,45.15,6713.62126245847,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 01,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,308000,41.75,8704.19161676647,11,BRAK MP,DOBRY,70-80,2
2018 02 01,Sopot, Sopot,Majkowskiego,RYNEK WTÓRNY,539000,56.35,10755.6344276841,1,BRAK MP,BARDZO DOBRY,40-50,1
2018 02 01,Gdynia, Grabówek,Falista,RYNEK WTÓRNY,305000,58.62,6378.30092118731,7,BRAK MP,PRZECIĘTNY,60-70,1
2018 02 01,Gdynia, Oksywie,Modra,RYNEK WTÓRNY,225000,49.55,5784.86377396569,2,BRAK MP,PRZECIĘTNY,80,2
2018 02 01,Gdynia, Chylonia,Gniewska,RYNEK WTÓRNY,150000,47.75,4402.0942408377,2,BRAK MP,NISKI,80,2
2018 02 01,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,245000,45.35,6687.54134509372,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 02,Gdynia, Grabówek,Surmana,RYNEK WTÓRNY,235000,39.75,7265.40880503145,4,BRAK MP,DOBRY,60-70,1
2018 02 02,Gdynia, Karwiny,Buraczana,RYNEK WTÓRNY,323000,74.07,5457.75617658971,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 02,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,310000,49.29,7535.64617569487,1,BRAK MP,DOBRY,2015,3
2018 08 16,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,253000,41.75,7386.82634730539,4,BRAK MP,DOBRY,60-70,1
2018 07 10,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,186000,31.75,7351.18110236221,1,BRAK MP,DOBRY,60-70,1
2018 02 02,Gdynia, Kamienna Góra,Legionów,RYNEK WTÓRNY,310000,54.65,6875.02287282708,3,BRAK MP,PRZECIĘTNY,30-40,1
2018 02 02,Gdynia, Karwiny,Tatarczana,RYNEK WTÓRNY,273000,58.73,5822.98654861229,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 02,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,289000,57.25,6232.31441048035,6,BRAK MP,PRZECIĘTNY,80,2
2018 02 02,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,315000,61.12,6313.74345549738,2,BRAK MP,PRZECIĘTNY,70-80,2
2017 09 04,Gdynia, Wzgórze Św. Maksymiliana,Harcerska,RYNEK WTÓRNY,350000,56.9,7337.7855887522,2,BRAK MP,DOBRY,60-70,1
2018 02 05,Gdynia, Leszczynki,Modlińska,RYNEK WTÓRNY,180000,44.45,5344.43194600675,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 05,Gdynia, Oksywie,Gen. Wittekówny,RYNEK WTÓRNY,286000,45.99,7497.10806697108,1,MIEJSCE NAZIEMNE,DOBRY,2012,3
2017 05 30,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,326000,53.38,7319.29561633571,5,BRAK MP,DOBRY,60-70,1
2018 02 06,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,565100,50.79,12359.3620791494,9,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2018 02 06,Gdynia, Witomino,Widna,RYNEK WTÓRNY,210000,47.46,5688.32701222082,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 06,Gdynia, Dąbrowa,Kameliowa,RYNEK WTÓRNY,255000,67.43,4907.96381432597,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 02 06,Gdynia, Karwiny,Tuwima,RYNEK WTÓRNY,160000,36.85,5738.94165535957,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 06,Gdynia, Oksywie,Gen. Karpińskiego,RYNEK WTÓRNY,314000,46.75,7987.16577540107,1,BRAK MP,DOBRY,2010,3
2018 02 06,Gdynia, Wielki Kack,Maszopów,RYNEK WTÓRNY,420000,80.95,6260.16059295862,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 02 06,Gdynia, Witomino,Pogodna,RYNEK WTÓRNY,215000,38.79,6909.82211910286,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 07,Gdynia, Oksywie,Gen. Karpińskiego,RYNEK PIERWOTNY,294291.057136405,52.67,6805.14632877169,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 02 07,Sopot, Sopot,3 Maja,RYNEK WTÓRNY,520000,57.05,10300.4382120947,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 02 07,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,360000,49.05,8587.97145769623,7,BRAK MP,DOBRY,60-70,1
2018 02 07,Gdynia, Witomino,Polskiego Czerwonego Krzyża,RYNEK WTÓRNY,160000,39.05,5460.6914212548,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 07,Gdynia, Dąbrowa,Szafranowa,RYNEK WTÓRNY,266000,59.25,5660.75949367089,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 02 07,Gdynia, Pogórze,Żeliwna,RYNEK WTÓRNY,250000,58.85,5421.92013593883,9,BRAK MP,PRZECIĘTNY,80,2
2018 02 07,Sopot, Sopot,Mazowiecka,RYNEK WTÓRNY,375000,62.05,7198.06607574537,4,BRAK MP,DOBRY,40-50,1
2018 02 07,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,1300000,94.97,14720.1853216805,5,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,WYSOKI,2015,3
2018 02 08,Gdynia, Mały Kack,Miła,RYNEK WTÓRNY,353000,51.35,8102.82375851996,1,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010-2015,3
2018 02 08,Gdynia, Śródmieście z Portem,3 Maja,RYNEK WTÓRNY,217000,41.35,6579.92744860943,9,BRAK MP,PRZECIĘTNY,40-50,1
2018 02 08,Gdynia, Pustki Cisowskie,Modrzewiowa,RYNEK WTÓRNY,282000,50.09,6869.07566380515,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,PRZECIĘTNY,2010,3
2018 02 08,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,330000,50.85,7722.32055063913,5,BRAK MP,DOBRY,70-80,2
2018 02 08,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,390000,54.81,8316.87648239372,4,BRAK MP,DOBRY,70-80,2
2018 02 08,Gdynia, Wielki Kack,Szefki,RYNEK WTÓRNY,320000,54.95,7023.8398544131,3,BRAK MP,DOBRY,40-50,1
2018 02 08,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,200000,41.45,6155.85042219542,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 08,Gdynia, Pogórze,Kmdr Staniewicza,RYNEK WTÓRNY,300000,64.49,5793.02217398046,2,BRAK MP,PRZECIĘTNY,80,2
2018 02 08,Gdynia, Pogórze,Porębskiego,RYNEK WTÓRNY,265000,46.45,6978.68675995694,3,BRAK MP,DOBRY,80,2
2018 02 08,Gdynia, Śródmieście z Portem,Hryniewickiego,RYNEK WTÓRNY,625000,46.15,14819.5016251354,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,WYSOKI,2015,3
2018 02 09,Sopot, Sopot,Władysława Łokietka,RYNEK WTÓRNY,715000,59.65,13155.4065381391,4,BRAK MP,BARDZO DOBRY,2015,3
2018 02 09,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,300000,47.15,7629.26829268293,3,BRAK MP,DOBRY,50-60,1
2018 02 09,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,300000,45.08,7942.85714285714,11,BRAK MP,DOBRY,70-80,2
2018 02 09,Sopot, Sopot,3 Maja,RYNEK WTÓRNY,428000,57.18,8669.88457502623,2,BRAK MP,DOBRY,40-50,1
2018 02 09,Gdynia, Witomino,Nauczycielska,RYNEK WTÓRNY,207000,46.51,5723.6723285315,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 09,Gdynia, Cisowa,Południowa,RYNEK WTÓRNY,185000,33.24,7027.43682310469,3,BRAK MP,DOBRY,80,2
2018 02 09,Gdynia, Pogórze,Żeliwna,RYNEK WTÓRNY,212500,56.85,4924.89006156552,10,BRAK MP,PRZECIĘTNY,80,2
2018 02 09,Gdynia, Oksywie,Benisławskiego,RYNEK WTÓRNY,151000,41.85,4933.81123058542,12,BRAK MP,PRZECIĘTNY,80,2
2018 02 09,Gdynia, Karwiny,Korzenna,RYNEK WTÓRNY,215000,36.56,7282.49452954048,2,BRAK MP,DOBRY,70-80,2
2018 02 09,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,195000,51.51,5012.77421859833,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 09,Gdynia, Obłuże,Krawiecka,RYNEK WTÓRNY,295000,56.35,6425.55456965395,5,BRAK MP,PRZECIĘTNY,80,2
2018 07 10,Gdynia, Wzgórze Św. Maksymiliana,Orzeszkowej,RYNEK WTÓRNY,199000,34.03,7294.26976197473,4,BRAK MP,DOBRY,60-70,1
2018 02 12,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,550000,63.53,9803.62033684873,7,BRAK MP,BARDZO DOBRY,2010,3
2018 02 12,Sopot, Sopot,Armii Krajowej,RYNEK WTÓRNY,900000,75.12,13073.6954206603,4,BRAK MP,BARDZO DOBRY,2010,3
2018 02 12,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,445000,76.75,6884.69055374593,3,MIEJSCE NAZIEMNE,PRZECIĘTNY,2010,3
2018 02 12,Gdynia, Chylonia,Starogardzka,RYNEK WTÓRNY,273000,42.25,7782.24852071006,1,BRAK MP,DOBRY,80,2
2018 02 12,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,260000,46.45,6871.04413347686,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 02 12,Gdynia, Chylonia,Swarzewska,RYNEK WTÓRNY,228000,56.85,5197.53737906772,6,BRAK MP,PRZECIĘTNY,80,2
2018 08 24,Gdynia, Wzgórze Św. Maksymiliana,Świętojańska,RYNEK WTÓRNY,150000,26.55,7278.34274952919,6,BRAK MP,DOBRY,60-70,1
2018 02 13,Gdynia, Pustki Cisowskie,Skarbka,RYNEK WTÓRNY,303000,52.95,6937.86591123702,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,PRZECIĘTNY,2010,3
